       fig   fim   fiw  fsg  fsm  fsg   op          loss
2585   1.0   0.0  -1.0  0.1  0.1  0.1  DIV  2.312772e+12
3764   1.0   1.0  -1.0  0.5  0.5  0.5  DIV  2.480370e+12
578   -1.0   0.0  -1.0  0.5  0.5  0.5  DIV  2.919097e+12
873   -1.0   0.0  -1.0  0.5  0.5  0.5  DIV  4.850002e+12
16     1.0   1.0  -1.0  0.1  0.1  0.1  DIV  4.902536e+12
2432   0.0   0.0  -1.0  0.5  0.5  0.5  DIV  4.942450e+12
2236  -1.0   0.0  -1.0  0.1  0.1  0.1  DIV  5.275456e+12
2476  -1.0   1.0  -1.0  0.5  0.5  0.5  DIV  7.042810e+12
4268  -1.0   1.0  -1.0  0.5  0.5  0.5  DIV  7.517287e+12
974    1.0   1.0  -1.0  0.1  0.1  0.1  DIV  7.521967e+12
2415  -1.0   0.0  -1.0  0.1  0.1  0.1  DIV  8.070077e+12
3751  -1.0   1.0  -1.0  0.5  0.5  0.5  DIV  9.549803e+12
1116  -1.0   1.0  -1.0  0.1  0.1  0.1  DIV  9.868437e+12
4120   0.0   0.0  -1.0  0.1  0.1  0.1  DIV  1.139548e+13
2509   0.0   0.0  -1.0  0.1  0.1  0.1  DIV  1.237231e+13
147    0.0   0.0  -1.0  0.1  0.1  0.1  DIV  1.246872e+13
3111  -1.0   1.0  -1.0  0.5  0.5  0.5  DIV  1.383330e+13
1234  -1.0   1.0  -1.0  0.1  0.1  0.1  DIV  1.546904e+13
3896   1.0   0.0  -1.0  0.1  0.1  0.1  DIV  1.597355e+13
103   -1.0   0.0  -1.0  0.1  0.1  0.1  DIV  1.842319e+13
3685  -1.0   0.0  -1.0  0.1  0.1  0.1  DIV  1.882325e+13
2842  -1.0   1.0  -1.0  0.5  0.5  0.5  DIV  2.153045e+13
3080   1.0   1.0  -1.0  0.1  0.1  0.1  DIV  2.261736e+13
1701   0.0   0.0  -1.0  0.5  0.5  0.5  DIV  2.607502e+13
3572   1.0   1.0  -1.0  0.1  0.1  0.1  DIV  2.983634e+13
2484  -1.0   0.0  -1.0  0.5  0.5  0.5  DIV  3.101834e+13
2503  -1.0   0.0  -1.0  0.1  0.1  0.1  DIV  3.224328e+13
3454   0.0   0.0  -1.0  0.5  0.5  0.5  DIV  3.271373e+13
4066   1.0   0.0  -1.0  0.1  0.1  0.1  DIV  3.564515e+13
2140   0.0   1.0  -1.0  0.5  0.5  0.5  DIV  3.993461e+13
4243   0.0   1.0  -1.0  0.5  0.5  0.5  DIV  4.279643e+13
2396   0.0   0.0  -1.0  0.5  0.5  0.5  DIV  4.747077e+13
1241  -1.0   1.0  -1.0  0.1  0.1  0.1  DIV  4.789753e+13
1312   0.0   0.0  -1.0  0.1  0.1  0.1  DIV  5.570024e+13
2558   0.0   0.0  -1.0  0.1  0.1  0.1  DIV  6.063723e+13
1850   0.0   0.0  -1.0  0.1  0.1  0.1  DIV  6.266887e+13
3024  -1.0   0.0  -1.0  0.5  0.5  0.5  DIV  7.203005e+13
2394   1.0   0.0  -1.0  0.5  0.5  0.5  DIV  7.673521e+13
1978   0.0   1.0  -1.0  0.1  0.1  0.1  DIV  8.130850e+13
3821   0.0   1.0  -1.0  0.5  0.5  0.5  DIV  8.582964e+13
1030  -1.0   1.0  -1.0  0.5  0.5  0.5  DIV  1.233482e+14
4018   1.0   1.0  -1.0  0.5  0.5  0.5  DIV  1.256770e+14
1363   1.0   0.0  -1.0  0.5  0.5  0.5  DIV  1.364067e+14
3548  -1.0   1.0  -1.0  0.1  0.1  0.1  DIV  1.459194e+14
3422   0.0   1.0  -1.0  0.5  0.5  0.5  DIV  1.644700e+14
2411  -1.0   1.0  -1.0  0.1  0.1  0.1  DIV  1.688399e+14
3467   0.0   0.0   0.0  0.1  0.1  0.1  DIV  1.789255e+14
2666   1.0   1.0   1.0  0.5  0.5  0.5  DIV  2.182898e+14
594    0.0   1.0   0.0  0.1  0.1  0.1  DIV  2.298409e+14
734    1.0   1.0  -1.0  0.5  0.5  0.5  DIV  2.361107e+14
1641   1.0   0.0  -1.0  0.1  0.1  0.1  DIV  2.379109e+14
607    1.0   0.0  -1.0  0.5  0.5  0.5  DIV  2.380938e+14
2306  -1.0   1.0  -1.0  0.1  0.1  0.1  DIV  2.405520e+14
4053   1.0   1.0  -1.0  0.1  0.1  0.1  DIV  2.486457e+14
3768   1.0   0.0  -1.0  0.1  0.1  0.1  DIV  2.506068e+14
3577  -1.0   0.0  -1.0  0.1  0.1  0.1  DIV  2.518623e+14
2823   0.0   0.0  -1.0  0.1  0.1  0.1  DIV  3.612254e+14
208    1.0   1.0  -1.0  0.5  0.5  0.5  DIV  4.858206e+14
2831  -1.0   1.0  -1.0  0.1  0.1  0.1  DIV  5.597852e+14
2965   0.0   1.0  -1.0  0.5  0.5  0.5  DIV  7.021260e+14
